journal_id,entity,year,month,segment,account,account_name,debit_usd,credit_usd,signed_usd,description,source_id,cash_flow,period_role,record_origin,fact_state,as_of_cutoff,effective_period_end,available_at
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1000,Cash,2000000,0,2000000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1100,"External receivables, net of allowance",6000000,0,6000000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1200,Inventory cash cost,1800000,0,1800000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1300,Prepaids,700000,0,700000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1400,PPE gross,42000000,0,42000000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1500,Finance lease ROU gross,2500000,0,2500000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,2000,Trade payables,0,3000000,-3000000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,2100,Operating accruals,0,1000000,-1000000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,2200,Environmental reserve / ARO,0,1750000,-1750000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,2300,Claim reserve / other liabilities,0,600000,-600000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,2400,Term debt face value,0,22500000,-22500000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,2600,Finance lease obligation,0,2500000,-2500000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1600,Goodwill,14762500,0,14762500,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1700,"Debt issuance cost, contra term debt",300000,0,300000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,1800,Deferred tax asset on reserved liabilities,587500,0,587500,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00001,ARU_GROUP,2026,0,ARU,3000,Contributed equity,0,39300000,-39300000,Acquisition pushdown opening balance sheet after financing and fees,PPA-2026-01-07,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-07,2026-09-05
ARU_GROUP-2026-00002,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",191319,0,191319,External customer invoice under source price and volume indices,BST-2025-001,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00002,ARU_GROUP,2026,1,BST,4000,External revenue,0,191319,-191319,External customer invoice under source price and volume indices,BST-2025-001,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00003,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",82635,0,82635,External customer invoice under source price and volume indices,BST-2025-006,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00003,ARU_GROUP,2026,1,BST,4000,External revenue,0,82635,-82635,External customer invoice under source price and volume indices,BST-2025-006,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00004,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",143636,0,143636,External customer invoice under source price and volume indices,BST-2025-002,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00004,ARU_GROUP,2026,1,BST,4000,External revenue,0,143636,-143636,External customer invoice under source price and volume indices,BST-2025-002,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00005,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",64710,0,64710,External customer invoice under source price and volume indices,BST-2025-007,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00005,ARU_GROUP,2026,1,BST,4000,External revenue,0,64710,-64710,External customer invoice under source price and volume indices,BST-2025-007,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00006,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",74375,0,74375,External customer invoice under source price and volume indices,BST-2025-004,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00006,ARU_GROUP,2026,1,BST,4000,External revenue,0,74375,-74375,External customer invoice under source price and volume indices,BST-2025-004,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00007,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",38044,0,38044,External customer invoice under source price and volume indices,BST-2025-008,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00007,ARU_GROUP,2026,1,BST,4000,External revenue,0,38044,-38044,External customer invoice under source price and volume indices,BST-2025-008,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00008,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",87873,0,87873,External customer invoice under source price and volume indices,BST-2025-003,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00008,ARU_GROUP,2026,1,BST,4000,External revenue,0,87873,-87873,External customer invoice under source price and volume indices,BST-2025-003,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00009,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",47127,0,47127,External customer invoice under source price and volume indices,BST-2025-009,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00009,ARU_GROUP,2026,1,BST,4000,External revenue,0,47127,-47127,External customer invoice under source price and volume indices,BST-2025-009,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00010,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",42911,0,42911,External customer invoice under source price and volume indices,BST-2025-010,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00010,ARU_GROUP,2026,1,BST,4000,External revenue,0,42911,-42911,External customer invoice under source price and volume indices,BST-2025-010,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00011,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",24048,0,24048,External customer invoice under source price and volume indices,BST-2025-011,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00011,ARU_GROUP,2026,1,BST,4000,External revenue,0,24048,-24048,External customer invoice under source price and volume indices,BST-2025-011,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
ARU_GROUP-2026-00012,ARU_GROUP,2026,1,BST,1100,"External receivables, net of allowance",71464,0,71464,External customer invoice under source price and volume indices,BST-2025-012,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-01-31,2026-09-05
